VideoID,Title,VideoDescription,PublishedDate,Likes,Disliked,Views,Comment
R8oOgo50CNM,Pogapmy się na ludzi - [odc.4 Kijów] ENG SUBS,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

-------------------------------

Dziękuję za pomoc!

TRIVAGO.PL
 http://www.trivago.pl/?&cip=48110036120101&cip_tc=kiev_video  

Hotel Radisson Blu 
https://www.radissonblu.com/en/hotel-kiev
Hotel Radisson Blu - Podil
 https://www.radissonblu.com/en/hotel-kyiv-podil


------------------------------

Muzyka:
Audionautix: Acoustic Meditation 2 – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Wykonawca: http://audionautix.com/",2016-07-06T10:41:01Z,2740,36,104604,248
ToMvnQjp8iU,Gdybyś był Janukowyczem... czyli Ukraiński Neverland Cribbs,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

----------------------------------------------------------

Muzyka:
Kevin MacLeod: Discovery Hit – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300023
Wykonawca: http://incompetech.com/

Kevin MacLeod: Heroic Age – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100848
Wykonawca: http://incompetech.com/",2016-07-02T21:52:08Z,2798,63,101639,178
HjAPRMmyd7Q,Jak przetrwać w Chinach (ostatni odcinek z chińskiej serii),"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory


Karteczki z chińskimi frazami do wydrukowania 
http://globstory.pl/?p=285

Jak (nie) dać się oszukaćw Chinach
http://globstory.pl/?p=208






Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec



----------------------------------------------------------

Muzyka:

CC Licence:
Cjhons - Ya es mediodia en china
https://soundcloud.com/cjhons/ya-es-mediodia-en-china

The Fisherman - God Only Knows
https://soundcloud.com/the-fisherman/god-only-knows

The Fisherman - From the bottom of my grave
https://soundcloud.com/the-fisherman/from-the-bottom-of-my-grave

Kellee Maize - Peace Dream
http://freemusicarchive.org/music/kellee_maize/owl_time/10__kellee_maize__peace_dream__owl_time__frostwirecom_frostclickcom__creative_commons_1380",2016-06-22T13:44:51Z,3808,57,180356,177
38Q2KDLL0ss,Czemu Chińczycy są czasem fuj,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


----------------------------------------------------------


Muzyka:
Kevin MacLeod: Hackbeat – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100805
Wykonawca: http://incompetech.com/

http://www.bensound.com/royalty-free-music or ""Music: Groovy Hop hop - Bensound.com""",2016-06-16T12:57:17Z,5164,141,271578,426
NwniImJayMk,Z plecakiem przez Chiny,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Jak zostałam oszukana w Szanghaju --- http://globstory.pl/?p=208


Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

-------------------------------

Muzyka:
- As colorful as every - Broke for free http://freemusicarchive.org/music/broke_for_free/layers/as_colorful_as_ever

- Audionautix: Soul Groove – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Wykonawca: http://audionautix.com/

- BrokeMC - Doom Dayshttp://freemusicarchive.org/music/BrokeMC/Seeing_Things/Doom_Days

- Blank&Kytt - Flava
http://freemusicarchive.org/music/Blank__Kytt/Heavy_Crazy_Serious/Blank__Kytt_-_Heavy_Crazy_Serious_-_07_Flava

- David Blair - We are Canucks
http://freemusicarchive.org/music/David_Blair/Stay_In_Touch/David_Blair_-_We_Are_Canucks

- Norainu - Song for old China
https://soundcloud.com/norainu/song-for-old-china

- Kevin MacLeod: Chanter - Vadodara – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100571
Wykonawca: http://incompetech.com/

- ""PIONEERS"" by Jason Shaw (http://www.audionautix.com)",2016-06-12T08:03:48Z,7283,188,409927,506
NmRgUIb4TfY,Chiński bazar - czyli Life is Brutal,"Zostań moim Patronem: https://patronite.pl/globstory
Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory


Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

-------------------------------

Muzyka:
Kevin MacLeod: Chanter - Vadodara – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100571
Wykonawca: http://incompetech.com/",2016-06-07T14:47:41Z,3540,347,366321,306
6Mx0DkaqZqU,Chińskie pociągi najniższej klasy [ENGLISH SUBS],"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Wspominki na blogu:
1. Przygody pociągowe – Dlaczego chińskie pociągi to koszmar introwertyka   http://globstory.pl/?p=179
2. Przygody pociągowe – Putin i charkanie mózgiem http://globstory.pl/?p=192





Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

-------------------------------

Muzyka:  na licencji Creative Commons Attribution 
https://soundcloud.com/robertchacon/m...",2016-06-02T14:17:15Z,3826,45,209330,165
RERbXxV1rCA,Pogapmy się na ludzi - [odc.3 Szanghaj]  ENG SUBS,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

-------------------------------

Muzyka:  na licencji Creative Commons Attribution 
https://soundcloud.com/robertchacon/moonlight",2016-05-31T12:55:59Z,1491,19,46777,73
gwjwakHV6e8,Nieporadnik: Skąd wziąć pieniądze na podróże + konkurs z TRIVAGO (ZAKOŃCZONY),"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

WYNIKI KONKURSU - http://globstory.pl/?p=159


Trivago: http://www.trivago.pl
Regulamin konkursu: http://globstory.pl/?p=152

SKOCZ DO MIEJSCA, w którym mówię o konkursie: https://youtu.be/gwjwakHV6e8?t=14m42s

----------------------------------------------------



Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

Kevin MacLeod: Daily Beetle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1500025
Wykonawca: http://incompetech.com/

Kevin MacLeod: Hackbeat – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100805
Wykonawca: http://incompetech.com/

Kevin MacLeod: Five Card Shuffle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100227
Wykonawca: http://incompetech.com/

Hooky with Sloane - Bird Creek
Licensed under Creative Commons Attribution 2.0 Generic (CC BY 2.0)
(https://creativecommons.org/licenses/...) /",2016-04-27T12:49:32Z,2047,29,63595,212
n-8kkPEpa5w,Pogapmy się na ludzi - [odc.2 Rzym],"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

-------------------------------

Muzyka:  na licencji Creative Commons Attribution 
""Every Damn Day People"" by BrokeMC (http://www.brokemc.com)

Kevin MacLeod: Bushwick Tarentella - Thatched Villagers – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300002
Wykonawca: http://incompetech.com/",2016-03-30T16:52:01Z,2024,29,88390,114
O0eYTJw_R_s,Tapas - hiszpański foodbook [Smaczki odc. 2] ENG SUBS,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Przepisy na tapas i adresy miejsc ----------- http://globstory.pl/?p=128

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

_________________________________________________________

Audionautix: Spanish Summer – na licencji Creative Commons Attribution https://creativecommons.org/licenses/by/4.0/
Wykonawca: http://audionautix.com/",2016-03-22T09:30:55Z,1927,26,98301,104
8bzs-vDQamo,"TEST - Glutaminian sodu, biały proszek i smak umami  [Smaczki odc. - 1]","Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


____________________________


Muzyka:

Kevin MacLeod: Five Card Shuffle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/...)
Źródło: http://incompetech.com/music/royalty-...
Wykonawca: http://incompetech.com/


Kevin MacLeod: Fluffing a Duck – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100768
Wykonawca: http://incompetech.com/",2016-03-05T15:26:44Z,1481,45,57406,69
nv_CXQJ23ZE,"TripOFF: co z kanałem, ogłoszenia, zapowiedzi :-)","Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


____________________________


Muzyka:

Kevin MacLeod: Five Card Shuffle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/...)
Źródło: http://incompetech.com/music/royalty-...
Wykonawca: http://incompetech.com/",2016-03-05T11:45:50Z,1330,10,20695,165
zRcQXACOqnM,Pogapmy się na ludzi - [odc.1 Barcelona],"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

-------------------------------

Muzyka 
Kevin MacLeod: Fluffing a Duck – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)

Found My Team na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)

Fox & Mew: This Time na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)",2016-01-30T21:18:08Z,1547,14,44355,76
Chn7X7qXVeo,(Nie) Wiem co jem! / I (don't) know what I eat!  - Dans le Noir,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Thank you Restaurant Dans Le Noir In Barcelona to feed my belly and my senses :-)
http://barcelona.danslenoir.com/

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec",2016-01-19T14:59:10Z,1881,36,78665,156
3aPpESrsqGQ,Co można robić z hejterami (Uwaga! brzydkie słowa) - Globstory -,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

#StopMowieNienawisci

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

Muzyka do reszty: Globstory
Słowa: Internauci :-)",2016-01-13T15:17:49Z,8222,167,117899,1100
M6-7pJpflHo,Odcinek o seksie. Są cycki! / Episode about sex. There are boobs! (ENG SUB),"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


Artykuł o muzeum - na moim blogu
Article about museum on my blog
http://globstory.pl/?p=105

-------------------------------------------------------------------------

Kevin MacLeod: As I Figure - Latinesque – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100323
Wykonawca: http://incompetech.com/",2015-12-04T08:42:22Z,1238,85,56418,81
LhvxrlwCEJo,"VLOG: Dziwni ludzie, dziwne zwierzęta","Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec",2015-11-28T22:04:53Z,1666,22,64965,103
ljZ9nxIaCSA,Mieszkanie w Barcelonie - historia pełna WTFaków,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


____________________________


Muzyka:

Kevin MacLeod: Five Card Shuffle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100227
Wykonawca: http://incompetech.com/",2015-11-26T14:56:08Z,2640,70,151464,121
H1u3FV6dDWU,Hiszpanów miłość do szynki... (+ english sub),"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec



I visited Jamon Experience in Barcelona
http://www.jamonexperience.com/en/



______________________________________

Music:

Kevin MacLeod: Fluffing a Duck – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100768
Wykonawca: http://incompetech.com/


Kevin MacLeod: Doh De Oh – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100255
Wykonawca: http://incompetech.com/

Kevin MacLeod: As I Figure - Latinesque – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100323
Wykonawca: http://incompetech.com/",2015-11-21T12:50:04Z,1310,22,51073,52
Xe4n1fqoElA,Ile kosztuje życie w Hiszpanii (Barcelonie) + zakupy za 50 zł,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

______________________________________

Muzyka: 
Kevin MacLeod: Five Card Shuffle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100227
Wykonawca: http://incompetech.com/

Kevin MacLeod: Fluffing a Duck – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100768
Wykonawca: http://incompetech.com/",2015-11-18T14:27:25Z,2297,51,125775,103
Xa_zl-SnGyg,Globstory - Intro kanału,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory",2015-11-18T09:05:56Z,541,15,51462,21
9Ll1OMU3pSc,"Turcja: Książka, którą trzeba przeczytać","Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

----------------------------------------------------------------------


TU MOŻESZ KUPIĆ KSIĄŻKĘ:
http://www.turcjapolprzewodnik.pl


Blog Agaty Bromberek:
http://www.tur-tur.pl/

Blog Agaty Wielgołaskiej:
http://tureckiekazania.blogspot.com.es/



----------------------------------------------------------------------






Muzyka: Kevin MacLeod: Five Card Shuffle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100227
Wykonawca: http://incompetech.com/",2015-11-10T13:59:51Z,914,10,26145,41
tS4oneWA99g,Sklep ogrodniczy dla zielonych  (+nowa czołówka),"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong",2015-11-02T16:18:53Z,1078,19,28403,44
PSBWMm3u7ms,TripOFF: Duże zmiany na kanale. Obejrzyj mnie!,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/haloturcja (chwilowo)

---------------------

Muzyka:
Audionautix: Words – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Wykonawca: http://audionautix.com/",2015-10-30T23:04:48Z,2078,32,61820,170
gqfsmM_WTUk,VLOG: Mój ostatni dzień w pracy,"Polubimy się? :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl

---------------------------------------------------------------------------------

Muzyka:
Audionautix: Clap Along – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Wykonawca: http://audionautix.com/

Kevin MacLeod: Electro Cabello – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1400048
Wykonawca: http://incompetech.com/",2015-09-28T19:40:34Z,2106,53,114623,156
Bxz1zbX4Isk,"Turkish Eggplant Salad, which smells like a bonfire :)","Facebook ? :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
My music: https://www.youtube.com/floegirl

____________________


Music:

Kevin MacLeod: Daily Beetle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1500025
Wykonawca: http://incompetech.com/",2015-09-26T15:22:31Z,198,9,8338,7
DPbjUqnCneo,"Turecka sałatka z bakłażana, która pachnie ogniskiem. Rewelacja :)","Polubimy się?  :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
Moja muzyka: https://www.youtube.com/floegirl

____________________


Music:

Kevin MacLeod: Daily Beetle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1500025
Wykonawca: http://incompetech.com/",2015-09-26T15:14:36Z,743,6,23290,32
Z7bEqhI2XFc,Wspaniałe Stulecie w realu - szybka wycieczka po Pałacu Topkapı,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory


_________________________________


Muzyka:

Możesz wykorzystać ten utwór i zarabiać na swoim filmie, ale musisz podać w opisie filmu te informacje:
Kevin MacLeod: Desert City – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100564
Wykonawca: http://incompetech.com/

Twin Musicom: Arabian Bazaar – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Wykonawca: http://www.twinmusicom.org/",2015-09-23T21:44:04Z,2966,66,169893,145
eBhCXitDKSs,"""Zakochałam się w Turku, chcę się przeprowadzić do Turcji...""","Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory


---------------------------------

Artykuł, o którym wspominam:  
http://www.tur-tur.pl/2007/06/09/cudowni-chlopcy-poradnik-dla-turystek-sezon-2007-2/

FIlm o islamie, o którym wspominam:
https://www.youtube.com/watch?v=fgsrnmzxEUY

---------------------------------



Muzyka:
Kevin MacLeod: Five Card Shuffle – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100227
Wykonawca: http://incompetech.com/",2015-09-19T05:58:11Z,9133,1980,717306,1282
Ynq70U_za_Q,Wspaniałe Stulecie - z mojej perspektywy (Chcieliście? Macie!) :),"Polubimy się? :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl


-----------------------------------------------

Music:
Kevin MacLeod: As I Figure - Latinesque – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100323
Wykonawca: http://incompetech.com/

Wykorzystałam fragmenty: 
Muhteşem Yüzyıl 
TİMS YAPIM MEDYA FİLM PRODÜKSİYON SAN. TİC. A.Ş.

oraz zdjęcia z fan page'a Meryem Uzerli
https://www.facebook.com/Meryem.Uzerli?fref=ts",2015-09-02T15:24:48Z,2640,180,161990,309
y5SahJMvm2g,Czego nie robić w Turcji,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

-----------------------------------------------




Music:

Kevin MacLeod: Aces High - Funkorama – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100763
Wykonawca: http://incompetech.com/

Kevin MacLeod: Hot Swing – na licencji Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Źródło: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100202
Wykonawca: http://incompetech.com/",2015-08-31T16:18:49Z,10500,837,671143,681
hux5GemS6XI,"Q&A Odpowiedzi na Wasze pytania: skaczące oczy, Bitwa pod Wiedniem i chłopak Turek  :-)","Polubimy się? :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl

Turecka muzyka, którą słychać w radio:

Rewolucyjna (tej akurat w radio nie ma, ale to moja ulubiona turecka piosenka):  https://www.youtube.com/watch?v=aA-FrsHFQhM
Tę bardzo lubię: https://www.youtube.com/watch?v=S5onhXnrZgE
Turecka Shakira: https://www.youtube.com/watch?v=bGDbgvqTaxg
Dla fanów popu: https://www.youtube.com/watch?v=7W-NP6oM7-c
Hit na lato: https://www.youtube.com/watch?v=neJgG_Qmm80
Turecki cover znanego hitu: https://www.youtube.com/watch?v=AcDn9hAKMso
Wstyd się przyznać, ale nie zgłębiłam tematu muzyki tureckiej :(",2015-08-04T16:49:42Z,2942,86,139370,301
3Hb_WwqNfCY,Spłonęło mi mieszkanie... - serio!,"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Blog Zuzi z postem o pożarze: http://zannazu.blogspot.com.tr/2015/05/w-ielki-wybuch-kajejuz-poznaliscie.html",2015-08-02T22:20:15Z,4676,98,173781,308
S1Xz8nAN7DE,1000 widzów + zapowiedź Q&A,"Polubimy się? :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl",2015-04-23T20:32:21Z,443,4,8924,99
006NYRSBVNE,Ulubieńcy w Turcji #2: Miswak,"Polubimy się? :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl",2015-04-19T19:18:35Z,947,19,47634,32
tJbVItvJavc,"Warunki życia w Stambule: koszty, transport.. podstawowe informacje :)","Polubimy się? :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl",2015-02-21T18:17:34Z,2314,76,123203,194
b_maYPtHmAk,OOTD: Jak ubieram się w Turcji  (Outfit of the day),"Polubimy się? :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl",2015-02-18T12:36:10Z,718,16,39818,21
i56ZZZ1vecA,Turecka szkoła podstawowa - czyli jak zostałam nauczycielką :),"Polubimy się? :) https://www.facebook.com/haloturcjablog
Instagram: http://instagram.com/haloturcja
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl",2015-01-11T21:01:17Z,3421,92,160066,220
ssF-_InnNOw,Prezenty z podróży - czyli... Co kupić w Turcji?,"Polubimy się? :) https://www.facebook.com/haloturcjablog
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl",2014-11-30T18:05:16Z,2633,143,166033,147
ZvVGMLIjeko,"Ulubieńcy w Turcji: Zestaw przetrwania, bidet i salep.","Polubimy się? :) https://www.facebook.com/haloturcjablog
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl",2014-11-19T21:04:30Z,1734,46,65909,55
MiQf3y7iZVE,Tureckie salony piękności (odcinek unisex :)),"Polubimy się? :)   https://www.facebook.com/haloturcjablog
Blog: http://haloturcja.blogspot.com/
Moja muza: https://www.youtube.com/floegirl",2014-11-11T16:57:08Z,2192,51,108957,127
6Mcn3x4HrDY,Co Turcy myślą o cudzoziemkach? (czyli Polka w Turcji),"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory",2014-09-06T20:16:13Z,7522,1473,773749,809
S7lmefV5zHQ,"12 rzeczy, które zaskoczyły mnie w Turcji","FB: https://www.facebook.com/haloturcjablog
BLOG: http://haloturcja.blogspot.com/

Zapraszam co niedzielę na nowy odcinek :)",2014-08-30T17:53:26Z,2937,56,136692,73
Sorr-mWb48k,"Stereotypy na temat Turków, a rzeczywistość (chusty, kebaby i islam)","FB: https://www.facebook.com/haloturcjablog
BLOG: http://haloturcja.blogspot.com/

Turcja, kraj w którym małżeństwa aranżowane to nie przeżytek, gdzie mimo świeckości państwa wpływ islamu na życie codzienne jest bardzo silny, gdzie kobieta nie jest traktowana na równi z mężczyzną... A Wy jak wyobrażacie sobie Turcję? W tym filmie poruszam  najważniejsze ze znanych mi stereotypów na temat Turków i wyjaśniam jak ja to widzę. 
Mieszkam w Turcji od końca 2013 i miałam okazję przekonać się,   czy np. Turcy rzeczywiście jedzą dużo kebabów, czy tureckie kobiety noszą chusty...",2014-08-24T13:00:24Z,3674,220,151327,283
UuvGi6NjEkY,Pan Turek robi Oli loda :),"Pod tym jakże kreatywnym tytułem kryje się jedynie sposób podawania lodów w Turcji. Oczywiście jest to show, które można przeżyć w miejscach turystycznych. Na ogół lody dostajemy ""od ręki"" :)

FB: https://www.facebook.com/haloturcjablog
BLOG: http://haloturcja.blogspot.com/",2014-08-19T14:22:47Z,911,38,52377,29
cA4RVOsRmGc,Język turecki i trudności z nim związane,"FB: https://www.facebook.com/haloturcjablog
BLOG: http://haloturcja.blogspot.com/",2014-08-17T15:53:07Z,2573,79,144931,163
SJPluXVSm8A,Stare intro kanału  :),"FB: https://www.facebook.com/haloturcjablog/
BLOG: http://haloturcja.blogspot.com/",2014-08-15T22:53:20Z,575,12,32691,27
